incident_no,incident_type,address,incident_date,incident_datetime,ESRI_OID,FID
7PA0109218,ID THEFT        ,400 BLOCK S. LAKE AV,1951771228,2017-11-18T19:32:44.000Z,340,231
7PA0109089,NON INJ TC      , COLORADO / MAR VISTA AV,1951691020,2017-11-18T11:30:36.000Z,233,232
7PA0109296,TRAFFIC STOP    , CLAREMONT / RAYMOND AV,1951809786,2017-11-18T23:18:02.000Z,8,233
7PA0109219,415 MISC        ,3700 BLOCKE. FOOTHILL BL,1951771435,2017-11-18T19:34:51.000Z,341,234
7PA0109090,WARRANT ARREST  ,1700 BLOCKE. COLORADO BL,1951691133,2017-11-18T11:31:49.000Z,234,235
7PA0109362,OUTS JURISD BOOK,200 BLOCK. GARFIELD AV,1952600594,2017-11-19T02:26:10.000Z,9,236
7PA0109220,PHYSICAL EVIDENC,400 BLOCK. ARROYO PK #316,1951771602,2017-11-18T19:36:18.000Z,342,237
7PA0109091,CITIZEN FLAG    ,300 BLOCK. RAYMOND AV,1951691390,2017-11-18T11:34:06.000Z,235,238
7PA0109446,415 MISC        ,1900 BLOCKBRIGDEN RD,1952690418,2017-11-19T11:24:34.000Z,10,239
7PA0109221,FORGED CR CARD  ,3900 BLOCK E. FOOTHILL BL,1951771786,2017-11-18T19:38:02.000Z,343,240
7PA0109092,PUBLIC ASSIST   ,1000 BLOCKRIVIERA DR,1951691523,2017-11-18T11:35:39.000Z,236,241
7PA0109531,LOST/STOLEN PROP,100 BLOCK N. RAYMOND AV,1952749034,2017-11-19T17:10:50.000Z,11,242
7PA0109223,MENTAL HEALTH   , COLORADO / WILSON AV,1951772436,2017-11-18T19:44:52.000Z,344,243
7PA0109093,TRANSIENT       , HILL / UNION ST,1951691635,2017-11-18T11:36:51.000Z,237,244
7PA0109618,TRAFFIC STOP    , SUNSET / GLORIETA,1952811189,2017-11-19T23:32:05.000Z,12,245
7PA0109224,SUSPICIOUS CIRC , LAKE / VILLA ST,1951773222,2017-11-18T19:52:38.000Z,345,246
7PA0109095,415 MISC        ,200 BLOCK. MICHIGAN AV,1951691826,2017-11-18T11:38:42.000Z,238,247
7PA0109719,TRAFFIC STOP    , MENTOR / WASHINGTON BL,1953678843,2017-11-20T10:08:59.000Z,13,248
7PA0109816,G THEFT AUTO    ,600 BLOCK. FAIR OAKS AV,1953729497,2017-11-20T15:15:13.000Z,14,249
7PA0109904,SUSP PERSON     , DEL MAR / ARROYO PY,1953782115,2017-11-20T20:41:31.000Z,15,250
7PA0108811,415 MISC        ,600 BLOCKEL MONTE ST,1950763395,2017-11-17T18:54:11.000Z,16,251
7PA0108812,TRAFFIC STOP    , RAY NO HAMMOND,1950763398,2017-11-17T18:54:14.000Z,17,252
7PA0108813,SUSPICIOUS CIRC ,100 BLOCKDAR ST,1950763422,2017-11-17T18:54:38.000Z,18,253
7PA0108814,TRAFFIC STOP    , ORANGE GROVE WO LAKE,1950763718,2017-11-17T18:57:34.000Z,19,254
7PA0108815,TRAFFIC STOP    , DOUGLAS / LOS ROBLES AV,1950763811,2017-11-17T18:58:27.000Z,20,255
7PA0108818,MISC FELONY     ,1600 BLOCK LOCUST,1950768510,2017-11-17T19:05:26.000Z,21,256
7PA0108819,HEALTH & SAFETY ,500 BLOCK. WASHINGTON BL,1950768822,2017-11-17T19:08:38.000Z,22,257
7PA0108820,TRAFFIC STOP    , COLORADO / EL NIDO AV,1950769208,2017-11-17T19:12:24.000Z,23,258
7PA0108821,SUPERVISOR RQST , 1624 LOCUST,1950769505,2017-11-17T19:15:21.000Z,24,259
7PA0108822,TRAFFIC STOP    , FAIR OAKS SO CORSON,1950769619,2017-11-17T19:16:35.000Z,25,260
7PA0108823,FIRE DEPT ASSIST,3400 BLOCKE. COLORADO BL,1950770121,2017-11-17T19:21:37.000Z,26,261
7PA0108824,415 MISC        , EL SERENO / WASHINGTON BL,1950770185,2017-11-17T19:22:01.000Z,27,262
7PA0108825,OUTSIDE REFERRAL,700 BLOCK. GREEN ST,1950770492,2017-11-17T19:25:08.000Z,28,263
7PA0108825,OUTSIDE REFERRAL,700 BLOCK. GREEN ST,1950770492,2017-11-17T19:25:08.000Z,28,264
7PA0108825,REFERRED OUT    ,700 BLOCK. GREEN ST,1950770492,2017-11-17T19:25:08.000Z,28,265
7PA0108825,REFERRED OUT    ,700 BLOCK. GREEN ST,1950770492,2017-11-17T19:25:08.000Z,28,266
7PA0108827,K9 REQUEST      , 1624 LOCUST,1950770629,2017-11-17T19:26:45.000Z,29,267
7PA0108828,SHOPLIFTER      ,800 BLOCK. COLORADO BL,1950770694,2017-11-17T19:27:10.000Z,30,268
7PA0108830,ROBBERY         ,600 BLOCK. LAKE AV,1950771034,2017-11-17T19:30:50.000Z,31,269
7PA0108832,FIRE CALL       , DEL MAR / HILL AV,1950771240,2017-11-17T19:32:56.000Z,32,270
7PA0108835,415 BOY/GIRL    ,500 BLOCK. LOS ROBLES AV #2,1950771528,2017-11-17T19:35:44.000Z,33,271
7PA0108836,INJ TC          , 210EB / MADRE,1950771591,2017-11-17T19:36:07.000Z,34,272
7PA0108837,INTR-DEPT ASSIST, EL SERENO / MONTANA ST,1950772118,2017-11-17T19:41:34.000Z,35,273
7PA0108838,SUPERVISOR RQST ,400 BLOCK. LOS ROBLES AV,1950772692,2017-11-17T19:47:08.000Z,36,274
7PA0108839,SUPERVISOR RQST ,400 BLOCK. LOS ROBLES AV,1950772734,2017-11-17T19:47:50.000Z,37,275
7PA0108840,TRAFFIC STOP    , MORTON / MOUNTAIN ST,1950772802,2017-11-17T19:48:18.000Z,38,276
7PA0108841,SUSP PERSON/VEH , MOUNTAIN / WHEELER LN,1950773130,2017-11-17T19:51:46.000Z,39,277
7PA0108842,FORGED CR CARD  ,3300 BLOCKE. COLORADO BL,1950773294,2017-11-17T19:53:10.000Z,40,278
7PA0108845,SUSP PERSON     ,500 BLOCKIGHLAND ST,1950778212,2017-11-17T20:02:28.000Z,41,279
7PA0108846,TRAFFIC STOP    , MARENGO SO VILLA,1950778611,2017-11-17T20:06:27.000Z,42,280
7PA0108848,TRAFFIC STOP    , PENN / RAYMOND AV,1950779004,2017-11-17T20:10:20.000Z,43,281
7PA0108849,TROUBLE UNKNOWN ,3300 BLOCKE. FOOTHILL BL #101,1950779123,2017-11-17T20:11:39.000Z,44,282
7PA0108850,TRAFFIC STOP    , MARENGO SO CALIFORNIA,1950779208,2017-11-17T20:12:24.000Z,45,283
7PA0108851,415 GROUP       ,100 BLOCK HOLLY ST,1950779315,2017-11-17T20:13:31.000Z,46,284
7PA0108852,SUSP PERSON/VEH ,300 BLOCK. HUDSON AV,1950779334,2017-11-17T20:13:50.000Z,47,285
7PA0109096,VEH IMPOUND     ,100 BLOCK PARKWOOD AV,1951693516,2017-11-18T11:55:32.000Z,239,286
7PA0109097,MISSING PERSON  ,100 BLOCK BONNIE AV,1951693536,2017-11-18T11:55:52.000Z,240,287
7PA0109098,TRAFFIC HAZARD  ,700 BLOCK. COLORADO BL,1951693619,2017-11-18T11:56:35.000Z,241,288
7PA0109099,MENTAL HEALTH   ,3300 BLOCKE. FOOTHILL BL,1951693930,2017-11-18T11:59:46.000Z,242,289
7PA0109101,SHOPLIFTER      ,200 BLOCK. CALIFORNIA BL,1951698302,2017-11-18T12:03:18.000Z,243,290
7PA0109102,CHECK WELFARE   ,700 BLOCK. COLORADO BL,1951698636,2017-11-18T12:06:52.000Z,244,291
7PA0109103,SHOPLIFTER      ,1000 BLOCKE. COLORADO BL,1951698733,2017-11-18T12:07:49.000Z,245,292
7PA0109105,VEH IMPOUND     ,100 BLOCK PARKWOOD AV,1951699685,2017-11-18T12:17:01.000Z,246,293
7PA0109106,415 FAMILY      ,2000 BLOCKSUMMIT AV,1951699936,2017-11-18T12:19:52.000Z,247,294
7PA0109107,TRAFFIC STOP    , CALIFORNIA / ORANGE GROVE BL,1951700193,2017-11-18T12:22:09.000Z,248,295
7PA0109108,FOOTBEAT        ,4000 BLOCKOAK GROVE DR,1951700391,2017-11-18T12:24:07.000Z,249,296
7PA0109109,415 THREATS     ,2100 BLOCKN. GARFIELD AV,1951700537,2017-11-18T12:25:53.000Z,250,297
7PA0109110,SUSP PERSON     ,100 BLOCKLMETTO DR,1951700599,2017-11-18T12:26:15.000Z,251,298
7PA0109112,TRAFFIC STOP    , FAIR OAKS / UNION ST,1951703195,2017-11-18T12:52:11.000Z,252,299
7PA0109114,415 MISC        ,1000 BLOCKROSE BOWL DR,1951708021,2017-11-18T13:00:37.000Z,253,300
7PA0109117,NON INJ TC      , HILL / ORANGE GROVE BL,1951709727,2017-11-18T13:17:43.000Z,254,301
7PA0109118,CHECK WELFARE   ,200 BLOCK. GARFIELD AV,1951710038,2017-11-18T13:20:54.000Z,255,302
7PA0109119,OUTSIDE ASSIST  ,1600 BLOCKE. COLORADO BL,1951710200,2017-11-18T13:22:16.000Z,256,303
7PA0109121,DEATH REPORT    ,800 BLOCKARLHAM ST #11,1951710432,2017-11-18T13:24:48.000Z,257,304
7PA0109122,415 MISC        ,3700 BLOCKE. FOOTHILL BL,1951710908,2017-11-18T13:29:24.000Z,258,305
7PA0109123,SUSP PERSON/VEH ,1200 BLOCKN. WILSON AV,1951711330,2017-11-18T13:33:46.000Z,259,306
7PA0109124,TRESPASS        ,3000 BLOCKE. ORANGE GROVE BL,1951712108,2017-11-18T13:41:24.000Z,260,307
7PA0109125,GRAND THEFT     ,200 BLOCK. GARFIELD AV,1951712219,2017-11-18T13:42:35.000Z,261,308
7PA0109126,415 FAMILY      ,200 BLOCKVENUE 64,1951712334,2017-11-18T13:43:50.000Z,262,309
7PA0109127,PETTY THEFT     ,1800 BLOCK MENTONE AV,1951712543,2017-11-18T13:45:59.000Z,263,310
7PA0109129,VEH BURG ALARM  ,2600 BLOCKNINA ST,1951718633,2017-11-18T14:06:49.000Z,264,311
7PA0109130,DRIVING VIOL    , CARLTON / LINCOLN AV,1951718897,2017-11-18T14:09:13.000Z,265,312
7PA0109131,415 MUSIC       ,1100 BLOCKSUMMIT AV #7,1951719525,2017-11-18T14:15:41.000Z,266,313
7PA0109132,HEALTH & SAFETY ,4000 BLOCKOAK GROVE DR,1951719602,2017-11-18T14:16:18.000Z,267,314
7PA0109133,NON INJ TC      , GREEN / PASADENA AV,1951719623,2017-11-18T14:16:39.000Z,268,315
7PA0109134,415 BOY/GIRL    ,300 BLOCK. GREEN ST #1568,1951720033,2017-11-18T14:20:49.000Z,269,316
7PA0109135,RETURNED MISSING,1100 BLOCKS. FAIR OAKS AV,1951720296,2017-11-18T14:23:12.000Z,270,317
7PA0109136,415 MUSIC       ,1200 BLOCKAVENUE 64,1951723134,2017-11-18T14:51:50.000Z,271,318
7PA0109138,FOOTBEAT        ,4000 BLOCKOAK GROVE DR,1951727998,2017-11-18T15:00:14.000Z,272,319
7PA0109140,INDECENT EXPOSUR,3700 BLOCKE. FOOTHILL BL,1951728332,2017-11-18T15:03:48.000Z,273,320
7PA0109142,PED TRAFFIC     ,4000 BLOCKOAK GROVE DR,1951729209,2017-11-18T15:12:25.000Z,274,321
7PA0109225,TRESPASS        ,2000 BLOCKJUANITA AV,1951773610,2017-11-18T19:56:26.000Z,346,322
7PA0109143,PMC SOLICITIING ,1300 BLOCKN. LAKE AV,1951729484,2017-11-18T15:15:00.000Z,275,323
7PA0109144,HEALTH & SAFETY ,400 BLOCK. ORANGE GROVE BL,1951730332,2017-11-18T15:23:48.000Z,276,324
7PA0109145,FOOTBEAT        ,1100 BLOCKE. MOUNTAIN ST,1951730833,2017-11-18T15:28:49.000Z,277,325
7PA0109146,FOOTBEAT        ,100 BLOCK HOLLY ST,1951730992,2017-11-18T15:30:08.000Z,278,326
7PA0109147,PED TRAFFIC     ,3200 BLOCKE. COLORADO BL,1951731211,2017-11-18T15:32:27.000Z,279,327
7PA0109148,FOOTBEAT        ,1500 BLOCKE. VILLA ST,1951731690,2017-11-18T15:37:06.000Z,280,328
7PA0109149,TRAFFIC STOP    , COLORADO / LOTUS AV,1951731741,2017-11-18T15:37:57.000Z,281,329
7PA0109150,TRAFFIC HAZARD  , SAN GABRIEL / SAN PASQUAL ST,1951732327,2017-11-18T15:43:43.000Z,282,330
7PA0109151,CITIZEN FLAG    , GREEN / HUDSON AV,1951733243,2017-11-18T15:52:59.000Z,283,331
7PA0109152,415 MUSIC       ,600 BLOCKALISADE ST,1951733597,2017-11-18T15:56:13.000Z,284,332
7PA0109153,TRAFFIC STOP    , COLORADO / EUCLID AV,1951733693,2017-11-18T15:57:09.000Z,285,333
7PA0109154,TRESPASS        ,500 BLOCK. ARROYO PK,1951733934,2017-11-18T15:59:50.000Z,286,334
7PA0109156,PHYSICAL EVIDENC,100 BLOCK. CALIFORNIA BL,1951738832,2017-11-18T16:08:48.000Z,287,335
7PA0109157,TRANSIENT       ,800 BLOCK. MENTOR AV,1951739229,2017-11-18T16:12:45.000Z,288,336
7PA0109158,SUSP PERSON     ,300 BLOCK. RAYMOND AV,1951739290,2017-11-18T16:13:06.000Z,289,337
7PA0109159,TRAFFIC STOP    , CLAREMONT / FAIR OAKS AV,1951739640,2017-11-18T16:16:56.000Z,290,338
7PA0109161,415 MUSIC       ,1900 BLOCKSUMMIT AV,1951740498,2017-11-18T16:25:14.000Z,291,339
7PA0109162,SUPERVISOR RQST , ARROYO / BELLEVUE DR,1951740716,2017-11-18T16:27:32.000Z,292,340
7PA0109163,LEWD CONDUCT    ,2600 BLOCKPALOMA ST,1951741403,2017-11-18T16:34:19.000Z,293,341
7PA0109164,PARKING VIOL    ,200 BLOCK. GREEN ST,1951741612,2017-11-18T16:36:28.000Z,294,342
7PA0109165,TRAFFIC STOP    , FAIR OAKS / WASHINGTON BL,1951741685,2017-11-18T16:37:01.000Z,295,343
7PA0109166,SHOPLIFTER      ,800 BLOCK. COLORADO BL,1951741884,2017-11-18T16:39:00.000Z,296,344
7PA0109167,TRAFFIC STOP    ,400 BLOCK. FAIR OAKS AV,1951741908,2017-11-18T16:39:24.000Z,297,345
7PA0109168,GRAND THEFT     ,100 BLOCK BERKELEY AV #4,1951741929,2017-11-18T16:39:45.000Z,298,346
7PA0109169,FOOTBEAT        , FAIR OAKS / MERCANTILE PL,1951742498,2017-11-18T16:45:14.000Z,299,347
7PA0109170,GRAND THEFT     ,2300 BLOCKLAMBERT DR,1951742914,2017-11-18T16:49:30.000Z,300,348
7PA0109171,SUSP PERSON/VEH , WASHINGTON / WESLEY AV,1951748018,2017-11-18T17:00:34.000Z,301,349
7PA0109173,CHECK WELFARE   ,2000 BLOCKSUMMIT AV,1951749110,2017-11-18T17:11:26.000Z,302,350
7PA0109174,TRAFFIC STOP    , RAYMOND / WASHINGTON BL,1951749584,2017-11-18T17:16:00.000Z,303,351
7PA0109175,DOMESTIC VIOLENC,200 BLOCK. EUCLID AV #202,1951749826,2017-11-18T17:18:42.000Z,304,352
7PA0109176,TRAFFIC STOP    , LAKE / WASHINGTON BL,1951750022,2017-11-18T17:20:38.000Z,305,353
7PA0109177,415 JUVENILE    ,1000 BLOCK. HUDSON AV,1951750602,2017-11-18T17:26:18.000Z,306,354
7PA0109178,PHYSICAL EVIDENC,200 BLOCK. EUCLID AV #202,1951751394,2017-11-18T17:34:10.000Z,307,355
7PA0109180,TRANSIENT       ,700 BLOCK. LAKE AV,1951752099,2017-11-18T17:41:15.000Z,308,356
7PA0109181,NON INJ TC      , ALTADENA / ORANGE GROVE BL,1951752498,2017-11-18T17:45:14.000Z,309,357
7PA0109182,CHECK WELFARE   ,300 BLOCKANTA PAULA AV,1951752817,2017-11-18T17:48:33.000Z,310,358
7PA0109183,WARRANT ARREST  , SAN PASQUAL / SHOPPERS LN,1951752829,2017-11-18T17:48:45.000Z,311,359
7PA0109184,415 MISC        , ELIZABETH / LAKE AV,1951753330,2017-11-18T17:53:46.000Z,312,360
7PA0109185,SUPERVISOR RQST ,200 BLOCK. EUCLID AV #202,1951753603,2017-11-18T17:56:19.000Z,313,361
7PA0109186,NON INJ TC      ,400 BLOCK. COLORADO BL,1951753700,2017-11-18T17:57:16.000Z,314,362
7PA0109188,TRAFFIC STOP    , GLENROSE / WOODBURY RD (OUTS),1951758388,2017-11-18T18:04:04.000Z,315,363
7PA0109189,TRAFFIC STOP    , MENTONE/STANTON,1951759539,2017-11-18T18:15:55.000Z,316,364
7PA0109190,415 GROUP       , LAKE / RIO GRANDE ST,1951759725,2017-11-18T18:17:41.000Z,317,365
7PA0109191,TRAFFIC STOP    , LINCOLN/HOWARD,1951760595,2017-11-18T18:26:11.000Z,318,366
7PA0109192,TRAFFIC STOP    , MONTANA/SUMMIT,1951761334,2017-11-18T18:33:50.000Z,319,367
7PA0109193,415 GROUP       ,200 BLOCK. MICHIGAN AV,1951761485,2017-11-18T18:35:01.000Z,320,368
7PA0109194,TRAFFIC STOP    ,400 BLOCKFIGUEROA,1951761930,2017-11-18T18:39:46.000Z,321,369
7PA0109195,415 FAMILY      ,800 BLOCK. RAYMOND AV,1951762141,2017-11-18T18:41:57.000Z,322,370
7PA0109196,415 THREATS     ,400 BLOCK. WALNUT ST,1951762237,2017-11-18T18:42:53.000Z,323,371
7PA0109197,FOOTBEAT        ,400 BLOCK. LAKE AV,1951762635,2017-11-18T18:46:51.000Z,324,372
7PA0109226,TRAFFIC STOP    , ALTADENA/MAPLE,1951773833,2017-11-18T19:58:49.000Z,347,373
7PA0109227,FOOTBEAT        , LAKE/GREEN,1951778001,2017-11-18T20:00:17.000Z,348,374
7PA0109229,TRAFFIC STOP    , FAIROAKS/OIRANGE GROVE,1951778723,2017-11-18T20:07:39.000Z,349,375
7PA0109230,PETTY THEFT     ,3100 BLOCKE. COLORADO BL,1951779238,2017-11-18T20:12:54.000Z,350,376
7PA0109231,TRAFFIC STOP    , FO/HAMMOND,1951779320,2017-11-18T20:13:36.000Z,351,377
7PA0109232,SUSP PERSON/VEH ,900 BLOCKINDA VISTA AV,1951779325,2017-11-18T20:13:41.000Z,352,378
7PA0109233,PETTY THEFT     ,900 BLOCK. LAKE AV,1951779419,2017-11-18T20:14:35.000Z,353,379
7PA0109234,BATTERY         ,400 BLOCK. LOS ROBLES AV,1951779614,2017-11-18T20:16:30.000Z,354,380
7PA0109235,415 GROUP       , PEPPER CUL DE SAC,1951780119,2017-11-18T20:21:35.000Z,355,381
7PA0109236,SUSP PERSON     ,1300 BLOCKN. LAKE AV,1951781214,2017-11-18T20:32:30.000Z,356,382
7PA0109237,TRAFFIC STOP    , CLAREMONT / SUNSET AV,1951781228,2017-11-18T20:32:44.000Z,357,383
7PA0109238,TRAFFIC STOP    , FO/CLAREMONT,1951781384,2017-11-18T20:34:00.000Z,358,384
7PA0109239,DRIVE UNLICENSED, COLORADO / SIERRA MADRE BL,1951781823,2017-11-18T20:38:39.000Z,359,385
7PA0109240,TRAFFIC STOP    , NEWPORT/STANTON,1951782734,2017-11-18T20:47:50.000Z,360,386
7PA0109241,MENTAL HEALTH   , COLORADO / WILSON AV,1951782793,2017-11-18T20:48:09.000Z,361,387
7PA0109242,TRAFFIC STOP    , WASH/GARFIELD,1951782809,2017-11-18T20:48:25.000Z,362,388
7PA0109243,SUSP PERSON/VEH , LAS LUNAS / SINALOA AV,1951783326,2017-11-18T20:53:42.000Z,363,389
7PA0109244,SUPERVISOR RQST ,900 BLOCK. LAKE AV,1951783423,2017-11-18T20:54:39.000Z,364,390
7PA0109245,DEATH REPORT    ,1900 BLOCKN. FAIR OAKS AV #11B,1951788217,2017-11-18T21:02:33.000Z,365,391
7PA0109247,TRAFFIC STOP    , FO/ORANGE GROVE,1951788608,2017-11-18T21:06:24.000Z,366,392
7PA0109248,TRANSIENT       ,1700 BLOCKN. FAIR OAKS AV #122,1951789084,2017-11-18T21:11:00.000Z,367,393
7PA0109249,G THEFT AUTO    ,400 BLOCK. ORANGE GROVE BL,1951789118,2017-11-18T21:11:34.000Z,368,394
7PA0109250,415 FAMILY      ,100 BLOCKAR VISTA AV,1951789126,2017-11-18T21:11:42.000Z,369,395
7PA0109252,TRAFFIC STOP    , COLO/RAY,1951790424,2017-11-18T21:24:40.000Z,370,396
7PA0109253,TRAFFIC STOP    , CORSON / FAIR OAKS AV,1951790814,2017-11-18T21:28:30.000Z,371,397
7PA0109254,INTERFERE W/OFC , LOS ROBLES/VILLA,1951791022,2017-11-18T21:30:38.000Z,372,398
7PA0109257,TRAFFIC STOP    , COLORADO / RAYMOND AV,1951792940,2017-11-18T21:49:56.000Z,373,399
7PA0109259,415 MISC        , BARTHE / MOUNTAIN ST,1951793525,2017-11-18T21:55:41.000Z,374,400
7PA0109348,SCREAMING PERSON, ARROYO / FILLMORE ST,1952593413,2017-11-19T01:54:29.000Z,454,401
7PA0109305,LOCATION CHECK  ,100 BLOCK. COLORADO BL,1951812242,2017-11-18T23:42:58.000Z,415,402
7PA0109349,DRIVE UNLICENSED, COLORADO / ORANGE GROVE,1952593419,2017-11-19T01:54:35.000Z,455,403
7PA0109306,PUBLIC INTOX    ,100 BLOCK. CALIFORNIA BL,1951812299,2017-11-18T23:43:15.000Z,416,404
7PA0109469,FIRE DEPT ASSIST, COLORADO / SAN GABRIEL BL,1952711631,2017-11-19T13:36:47.000Z,547,405
7PA0109260,TRAFFIC STOP    , GARFIELD / UNION ST,1951793599,2017-11-18T21:56:15.000Z,375,406
7PA0109528,FOOTBEAT        ,300 BLOCK. RAYMOND AV,1952748443,2017-11-19T17:04:59.000Z,597,407
7PA0109350,SUPERVISOR RQST , COLORADO / ORANGE GROVE,1952593534,2017-11-19T01:55:50.000Z,456,408
7PA0109307,PUBLIC INTOX    ,100 BLOCK COLORADO BL,1951812424,2017-11-18T23:44:40.000Z,417,409
7PA0109470,RECOVERED VEH   ,800 BLOCKOYLSTON ST,1952711896,2017-11-19T13:39:12.000Z,548,410
7PA0109261,SUPERVISOR RQST ,400 BLOCK. ORANGE GROVE BL,1951793641,2017-11-18T21:56:57.000Z,376,411
7PA0109351,INTERFERE W/OFC ,100 BLOCK. COLORADO,1952593833,2017-11-19T01:58:49.000Z,457,412
7PA0109529,FOUND PERSON    ,3600 BLOCKE. FOOTHILL BL,1952748627,2017-11-19T17:06:43.000Z,598,413
7PA0109262,LOCATION CHECK  ,100 BLOCK. COLORADO BL,1951793836,2017-11-18T21:58:52.000Z,377,414
7PA0109535,MAL MIS MISD    ,0 BLOCK W. BELLEVUE DR,1952750405,2017-11-19T17:24:21.000Z,599,415
7PA0109352,MENTAL HEALTH   ,1500 BLOCKEL SERENO AV,1952598086,2017-11-19T02:01:02.000Z,458,416
7PA0109471,415 MISC        ,300 BLOCK. ARROYO PK,1952712025,2017-11-19T13:40:41.000Z,549,417
7PA0109308,TC HIT/RUN      ,300 BLOCK. VILLA ST,1951812685,2017-11-18T23:47:01.000Z,418,418
7PA0109262,LOCATION CHECK  ,100 BLOCK. COLORADO BL,1951793836,2017-11-18T21:58:52.000Z,377,419
7PA0109353,DUI             , ARROYO / FILLMORE ST,1952598126,2017-11-19T02:01:42.000Z,459,420
7PA0109309,LOCATION CHECK  ,0 BLOCK COLORADO BL #,1951812914,2017-11-18T23:49:30.000Z,419,421
7PA0109536,PUBLIC INTOX    ,1800 BLOCKE. COLORADO BL,1952751443,2017-11-19T17:34:59.000Z,600,422
7PA0109263,415 MUSIC       ,900 BLOCKUMMIT AV,1951798417,2017-11-18T22:04:33.000Z,378,423
7PA0109472,SUPERVISOR RQST ,3600 BLOCKE. FOOTHILL BL,1952712228,2017-11-19T13:42:44.000Z,550,424
7PA0109354,415 MISC        ,1200 BLOCKE. WASHINGTON BL,1952598126,2017-11-19T02:01:42.000Z,460,425
7PA0109309,LOCATION CHECK  ,0 BLOCK COLORADO BL #,1951812914,2017-11-18T23:49:30.000Z,419,426
7PA0109537,TROUBLE UNKNOWN ,2900 BLOCKE. DEL MAR BL,1952752021,2017-11-19T17:40:37.000Z,601,427
7PA0109264,LOCATION CHECK  ,100 BLOCK COLORADO BL,1951798700,2017-11-18T22:07:16.000Z,379,428
7PA0109473,OTHER PMC       ,600 BLOCK. GARFIELD AV,1952712420,2017-11-19T13:44:36.000Z,551,429
7PA0109355,ADW             , SAINT JOHN / WALNUT ST,1952598438,2017-11-19T02:04:54.000Z,461,430
7PA0109310,TRAFFIC STOP    , MARENGO / UNION ST,1951813213,2017-11-18T23:52:29.000Z,420,431
7PA0109538,BATTERY         ,1600 BLOCKELIZABETH ST,1952752332,2017-11-19T17:43:48.000Z,602,432
7PA0109264,LOCATION CHECK  ,100 BLOCK COLORADO BL,1951798700,2017-11-18T22:07:16.000Z,379,433
7PA0109474,INTR-DEPT ASSIST, CONGRESS / FAIR OAKS AV,1952713025,2017-11-19T13:50:41.000Z,552,434
7PA0109356,MENTAL HEALTH   ,900 BLOCKVENUE 64,1952598837,2017-11-19T02:08:53.000Z,462,435
7PA0109311,415 MUSIC       ,800 BLOCKROOKS AV,1951813335,2017-11-18T23:53:51.000Z,421,436
7PA0109540,FOOTBEAT        ,1500 BLOCKE. VILLA ST,1952753930,2017-11-19T17:59:46.000Z,603,437
7PA0109266,TRAFFIC STOP    , COLORADO / RAYMOND AV,1951798842,2017-11-18T22:08:58.000Z,380,438
7PA0109475,PHYSICAL EVIDENC,800 BLOCKOYLSTON ST,1952713230,2017-11-19T13:52:46.000Z,553,439
7PA0109357,SUPERVISOR RQST , 99 E. COLORADO,1952599421,2017-11-19T02:14:37.000Z,463,440
7PA0109313,LOCATION CHECK  ,0 BLOCK COLORADO BL,1951813702,2017-11-18T23:57:18.000Z,422,441
7PA0109541,MOVIE JOB       ,200 BLOCK. GARFIELD AV,1952758218,2017-11-19T18:02:34.000Z,604,442
7PA0109267,415 MUSIC       ,800 BLOCKRIGHT AV,1951798932,2017-11-18T22:09:48.000Z,381,443
7PA0109477,CHECK WELFARE   , COLORADO / CRAIG AV,1952713389,2017-11-19T13:54:05.000Z,554,444
7PA0109358,NON INJ TC      , GREEN / LOS ROBLES AV,1952599484,2017-11-19T02:15:00.000Z,464,445
7PA0109313,LOCATION CHECK  ,0 BLOCK COLORADO BL,1951813702,2017-11-18T23:57:18.000Z,422,446
7PA0109543,TRAFFIC HAZARD  , COLORADO / CRAIG AV,1952758713,2017-11-19T18:07:29.000Z,605,447
7PA0109268,PED TRAFFIC     , COLORADO / ROSEMEAD BL,1951799310,2017-11-18T22:13:26.000Z,382,448
7PA0109478,415 MISC        ,1100 BLOCKN. ALLEN AV,1952720222,2017-11-19T14:22:38.000Z,555,449
7PA0109361,SUSP PERSON     ,1100 BLOCKS. FAIR OAKS AV,1952600388,2017-11-19T02:24:04.000Z,465,450
7PA0109314,SUSP PERSON     , CORSON / MARENGO AV,1952578316,2017-11-19T00:03:32.000Z,423,451
7PA0109544,415 MUSIC       ,600 BLOCK. FAIR OAKS AV,1952759029,2017-11-19T18:10:45.000Z,606,452
7PA0109269,LOCATION CHECK  ,100 BLOCK COLORADO BL,1951799405,2017-11-18T22:14:21.000Z,383,453
7PA0109479,SUSP PERSON     ,1100 BLOCKN. LAKE AV,1952720897,2017-11-19T14:29:13.000Z,556,454
7PA0109362,OUTS JURISD BOOK,200 BLOCK. GARFIELD AV,1952600594,2017-11-19T02:26:10.000Z,9,455
7PA0109315,WARRANT ARREST  ,"1500 BLOCKW. MARTIN LUTHER KING, LA,",1952578410,2017-11-19T00:04:26.000Z,424,456
7PA0109545,TRAFFIC STOP    , SUMMIT / VILLA ST,1952759495,2017-11-19T18:15:11.000Z,607,457
7PA0109269,LOCATION CHECK  ,100 BLOCK COLORADO BL,1951799405,2017-11-18T22:14:21.000Z,383,458
7PA0109480,MENTAL HEALTH   ,3600 BLOCKE. FOOTHILL BL,1952721308,2017-11-19T14:33:24.000Z,557,459
